x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
0.211064112,0.929309927,1.671603331,-2.168467612,0.070046763,0.12237055,0.543754808,-3.023262037,-0.727675697,-0.939056963,1.883238479,0.974793359,1
-1.27834882,-0.383707289,-0.373155427,3.259999249,0.4592741,2.090034818,-2.310128181,3.638949327,4.278316549,0.790914338,-0.68543225,1.456997808,1
2.855095774,1.160734664,-0.239598308,1.349642791,0.677089361,-0.713017244,-0.495936135,0.370973557,1.185378715,-0.337895412,-0.137381462,-1.542953082,1
-2.472278912,0.529867808,-0.588636215,-0.962276743,-0.679371926,-2.41290823,-1.359301332,-1.49677988,-0.074074831,-0.793161758,1.213659129,0.008775343,1
1.139437154,-0.485789292,0.58480511,0.413180515,0.208541989,1.199900381,-2.318144938,-0.563379933,1.34780545,1.203983519,-1.297243032,1.366325094,1
0.093436307,0.996884181,-1.681907089,-1.662460915,-0.452002606,-2.379808916,-1.687799498,-0.378497724,-1.488473485,2.101199626,-3.24178763,0.303700817,1
-0.583546787,-0.961879277,-0.120989756,-0.619767586,-1.031651387,-0.742471406,-2.612707495,0.512398074,-1.269199555,1.858488018,0.161666257,1.412785032,0
0.954998443,0.671075502,-1.02529477,0.008102814,1.644616846,0.285552168,-0.700796382,0.660049998,-2.075688048,1.59422916,0.124246984,1.376540729,0
-1.301678165,2.597141648,0.385075856,2.518261726,1.262421374,0.600488658,-0.671545671,-1.325667987,0.344506884,0.588737875,-1.709119842,-1.951542397,1
0.14810042,-0.484545972,-0.463742363,1.981449377,-1.246377712,-0.233273773,-1.438432704,1.372723911,1.980109087,-0.420690301,2.17191712,0.008786602,0
-1.02476156,-0.74965563,-0.178743935,-0.83843807,0.263382093,-0.3072811,1.808785449,2.121123784,-1.220059123,1.582213695,3.645082303,-0.574431542,0
0.361634161,2.996408643,-0.592231491,-0.656768149,0.578569575,-0.051280633,-0.337794381,0.967606954,0.288439907,0.33355109,0.201518189,-0.812258264,1
0.884147858,-0.052749938,-1.73895018,0.574574971,-0.001908242,-0.617852052,2.030222611,-2.756345206,-1.647963718,0.399936868,0.675521563,-0.456478978,1
-1.39593741,-1.330710174,-0.128964334,-0.955200913,-0.680373207,2.516016699,-1.527927665,-0.911339881,2.350462707,0.235802192,-1.297268004,-0.547041357,0
0.446192781,-3.258266532,0.185823433,0.741424496,0.002016457,2.007750902,-0.357808511,-0.659653717,-1.230309688,-1.210295961,-2.584681151,-1.532089363,1
4.705915651,-3.511583906,-2.976334396,0.536647028,-1.399709694,0.617427483,2.348908332,-0.106922629,-0.193362153,0.602170968,-0.940618947,-1.37336972,1
-1.541302036,1.550362963,-2.303580872,0.340077798,-0.647984037,0.911725806,-0.794367847,-0.196549915,-1.292558477,-1.559575986,0.242305753,3.040298426,0
2.912704263,-0.085376602,-1.317325763,-1.275993567,0.786690323,1.276471129,0.518759726,2.076616162,0.850426915,1.829240023,-2.308927965,-0.736297882,1
-0.416934243,1.561364213,0.218576166,0.110164347,-0.861423091,-3.507916286,2.504873696,-0.278515948,0.203879169,2.331339608,-1.058225796,-0.829317885,0
-0.332383176,-1.435572078,-1.646126715,1.31490714,1.103423869,-0.295544692,-0.503441274,0.884775553,1.794910459,-1.711701375,-0.603385934,0.497061236,0
-1.589317718,2.211045269,0.148609852,1.669645474,2.457751632,-0.037574198,0.57252373,0.126908834,1.452768485,-0.582228601,-0.876433512,1.050969865,1
0.036499694,-2.841676703,2.730546925,-1.285979704,-1.661773701,0.429316195,1.038453967,-1.411486951,-1.688905266,1.39618712,0.697074848,2.145694995,1
-1.094379604,-1.346662593,-0.905542693,0.056624193,-3.641930971,-0.915800628,2.099368824,-0.106124275,-2.315157005,1.104636173,-0.268265041,1.864431088,0
-1.538745839,-0.035250929,-0.639378147,-1.797574831,1.879757595,0.452659345,-1.989640362,0.644512162,-1.711056301,-1.010313085,1.362992368,-1.333392277,0
-0.509700617,2.217108033,-1.558744441,-1.742981625,1.852266917,-1.678921521,0.09499195,2.096329789,0.62690341,-0.329414529,-1.722894362,-0.291547246,0
1.665353957,-0.086633984,-1.81996633,0.510488406,0.911027711,0.52679423,-0.160354685,-0.719191046,0.6976488,-1.791652142,0.794447513,-0.252978067,0
0.073935436,1.818736138,0.420689373,1.637799364,0.48220556,-0.042596209,0.005994069,-0.054929157,0.553161539,-0.296161162,2.031114477,-0.153168151,0
1.475481706,1.290610791,-2.0904149,1.82218256,0.191670137,0.674526084,0.667266183,-2.34519881,0.535615095,-1.08341409,-1.772866882,-0.435743087,0
1.378084399,0.095028512,-1.350941165,1.676089026,1.55296289,1.047298179,-0.797835232,2.965734426,0.031889607,0.434147282,0.097748997,-0.039092801,1
1.809636443,-0.562165932,-2.449776406,-0.494264889,-0.710570543,-0.613796424,-0.664279842,1.124925857,-0.215282175,-3.417290295,1.100764884,1.445867112,0
2.03719779,-1.049979206,1.130385746,1.099880575,0.516061672,-1.679337001,-1.441665598,-0.888289087,0.530469076,2.516348697,0.572929648,-0.302315931,0
-2.376047119,-0.595447154,-0.606949791,0.472249561,1.194606342,0.787181442,1.82492307,-0.299850864,-0.299921964,-0.557017691,-0.004915761,-0.417702392,1
0.29646755,-0.898486525,-0.21510264,-0.030621195,-0.792886808,1.082094436,-0.394349603,1.845065033,0.624497587,0.620267345,-0.491739673,-2.442137508,1
-0.032752233,0.221119483,-0.329741615,-0.60555045,0.06083496,0.690280198,-0.172409052,0.789732786,-0.044157241,-0.803552756,1.136929195,-1.385516188,0
-2.390255954,-0.36053787,-1.123823316,-3.073839546,1.458113674,2.179627089,0.997082297,1.931661102,-0.318188741,-2.679988298,2.190354145,0.835453422,1
-1.538131713,0.427086291,3.251590833,0.588179979,0.431984217,0.08794899,-2.36902614,0.439801232,-0.010102503,-2.835124347,-0.00580035,0.163385022,0
2.358148141,3.080053993,0.891606179,-1.624109939,-0.519716503,1.510494928,0.019674271,0.02211081,-3.992736939,-0.169753578,3.189287553,-1.500081612,1
2.224863368,-2.802755269,1.641395368,1.263055409,1.882271512,-1.103365352,0.271943985,-1.264809914,-0.585376219,-1.986015208,1.67129998,2.235648061,1
-0.334016739,-1.714128882,1.657362547,1.075133939,-1.717434667,0.152770049,-2.526219146,0.338212031,-2.660028884,-1.302365747,-0.628127518,0.382223591,0
-0.511246367,-0.525029003,-0.155103157,1.554841477,-0.042715359,-1.910225486,0.247837887,3.051466336,-0.035583003,0.922653837,-0.30043483,-0.154533612,0
1.152951286,0.397893671,-1.64253031,0.895244786,-0.748222786,0.816664863,-0.487017672,-0.820232348,0.393738718,-2.709625694,0.194017349,1.216103228,1
0.280341897,-1.829952251,-0.027345434,2.22056473,-3.091597019,0.207054324,2.199629723,2.056203969,-0.50521,-2.66006092,0.428614541,-0.29485016,0
-1.995913527,-0.559654155,-0.278775998,0.875444606,0.400587542,-2.504407941,0.909141696,-2.616673558,0.556221051,-1.20488015,-0.496457808,1.111073758,0
0.095546493,0.553242674,0.333097446,-3.985161639,-0.040903664,0.17519878,-0.745932941,-2.421639708,0.40964506,-0.248679223,-1.309631018,0.271520478,0
1.414411571,-0.376406198,-2.000884978,-3.171302284,-0.063744472,-1.40560662,0.171947624,-0.502691555,0.547750611,1.035463979,-1.030306595,3.376516066,0
0.35935137,0.387610956,-0.804027655,-1.544303253,0.565770821,-1.32984857,-0.033045235,-1.115026101,-1.080289107,-0.162123464,0.030443516,-1.943738868,0
-0.724898147,3.250987526,0.376804535,1.185400432,-0.321398063,0.27482657,1.151388141,-2.339601125,-1.263804768,0.241440648,-0.298951827,1.408931103,1
0.787823639,-0.268330216,0.750004835,-0.214984917,2.493200062,-0.488142036,-1.044304476,-0.38433149,-0.58657159,-1.79798455,-0.164750766,-0.943939391,0
1.093687666,0.246957519,2.404116082,0.162749225,-0.300987463,-0.390551021,1.234350295,1.612296181,2.521111171,-2.340469171,-0.46362758,-1.538035756,1
-1.229041611,-0.347593729,0.602643145,0.259117953,1.547804368,0.78637303,0.039352246,-0.452733695,0.175981136,-0.191941302,-0.983727281,0.619541663,1
1.81450272,3.750279523,-1.338439757,-0.084519828,-0.261855994,0.408414251,1.527361475,-1.153649912,-0.309033038,-1.442403339,1.420951149,1.31821073,1
-1.038407232,1.124355232,0.345591324,0.609806689,2.7696723,-1.114212786,1.545357409,-2.978449386,-1.195444235,0.570439318,2.064770398,-0.076769165,0
-0.881023778,1.817676841,-0.821677993,-1.209551909,-1.199711279,-0.167574409,-0.153225349,1.361199771,0.548227987,0.68472832,-2.299183673,-0.365218912,0
-2.477260285,-0.559132443,0.381676312,-1.822038542,1.959988389,-1.703281963,-0.705661076,-0.351677081,1.187863341,-0.138548978,-1.212694529,1.758796654,1
2.732342969,2.496672853,-0.167704361,0.372137449,-2.205892872,-0.182328673,0.617663213,-0.59976812,0.025500845,-2.628801284,-0.923460552,-0.671381546,0
4.516305716,-0.176735715,1.09624717,-0.660447921,-3.2860729,1.710756111,0.34502428,0.953609781,0.816881121,-0.682945596,-1.065197625,1.199773235,1
-1.134715095,-4.787307189,0.139261211,2.807459816,0.507274441,1.526861955,-0.942175944,-0.943007964,0.686022755,0.117633181,1.836224669,0.115493184,1
-0.227196154,0.72516336,0.475775172,-1.131337085,1.320306653,-0.207256925,0.893574389,-0.619584825,0.80483171,-0.981232502,1.883564486,-2.22067212,0
0.925118508,-0.324145939,1.081048161,-0.710972847,0.635077922,-0.095003715,0.596089764,-0.037470331,-1.289893724,-2.849840831,-0.523904071,0.446118977,1
0.093085743,-0.159191722,3.612564939,0.345466632,1.646091229,-0.163197934,0.045186822,-0.730524693,-0.079146825,1.330766663,-3.110811943,1.502399986,0
-3.889516934,0.987672238,2.405044203,0.047847167,-1.137533096,-1.788555145,-0.195706429,0.777111673,-0.334181826,-0.422423976,-0.574263065,-0.446124784,1
2.378013221,-0.005914799,-1.588272933,0.353729898,1.238145146,2.011400747,0.921727831,1.381479439,0.075252588,-0.728307563,1.041841174,2.3457578,1
-0.16042254,1.13345241,0.577505505,0.981217873,-0.656386386,-2.522436854,-0.106546962,3.863452961,-1.912594467,0.318827185,-0.750405399,1.015693045,1
0.111882982,0.145174693,1.448362918,-0.11809599,1.001532013,1.048435387,1.324136016,2.944147928,1.729271923,2.407034392,0.537455638,-1.085667396,0
0.032332182,1.730387897,1.019040843,0.256770713,1.336230869,-1.075905647,0.330153669,1.199347312,-0.222903254,-1.529746845,-1.538273933,-0.02889234,0
0.056974049,0.752544057,-0.753478734,1.127388054,0.37439165,1.783556976,-2.159588332,0.524941051,-1.575195897,-0.467072332,0.120088471,-0.606072199,0
1.44946619,1.867780879,-1.273557868,-1.634697322,-0.159550704,-1.029692206,0.276832863,2.190345738,-0.651664857,-1.086900765,-0.20908822,-1.530102406,0
1.0358477,-1.458192968,0.441933482,3.260171171,0.626426431,0.851962459,-1.899075327,-0.945357962,-1.961796708,-2.880577862,1.124839492,2.968414996,0
-0.509334127,0.762261091,0.062365855,0.272936355,0.933543333,-0.799587079,0.771028203,0.848646436,0.589053702,2.49424852,1.709894207,1.558182274,1
-0.506595754,-1.412973702,0.847295742,-0.737382533,0.098464678,0.899037558,-1.280444645,1.271278082,2.106035525,0.737576811,-0.776317337,0.242088615,0
-0.482310446,1.661855932,3.05588623,-0.574025777,-1.595388657,-0.620585369,-0.868416809,-0.752381783,-1.400866449,-0.913825568,-1.640401865,2.282516434,0
0.419741359,-0.61479813,-2.037899214,2.426975318,-2.310133677,-1.944251919,2.833956015,-1.750718114,0.22659786,-0.475874698,-0.588122423,-2.324939293,0
-3.035911234,1.156225957,0.167006104,-3.007652598,-0.026886847,-0.07917947,-0.244800847,0.360253753,-2.336263044,1.514153934,0.355881013,-0.176059795,1
-1.466027505,0.602938726,-0.347904744,-0.57448549,0.922056205,1.788340904,-0.324883247,1.555722015,-0.424406875,-0.755726537,-0.928504104,0.249494566,0
-1.451084038,-2.682081721,-0.636084851,1.114728364,-1.350027691,1.992425341,0.759781876,-2.820897015,-0.463310966,0.202756097,2.072246301,0.561078409,1
0.64911172,-0.767052768,-1.014437098,-0.398537604,-4.220653591,1.368409445,1.293444275,-2.782992335,0.266398138,-0.433571796,-0.91523613,0.942541563,1
-0.49968684,0.246664123,-3.32415994,0.617344721,0.747440117,0.146877138,-1.694918747,1.193301595,0.143138835,0.460452077,2.564534063,-0.738570144,0
-2.010337082,0.39048998,-0.411070228,1.572517955,0.927593709,-0.55679882,-0.799670912,0.450701471,1.201258176,0.847770651,0.048757949,1.850124186,0
-1.289376034,0.64455834,0.595483148,0.193523965,-1.455611493,-0.536220092,2.230473172,-0.525511044,-1.156155985,0.434660863,-0.250037932,3.928035704,0
-1.33138493,-0.828788793,-0.841745154,-0.64803043,1.381515847,0.45728571,-1.549687567,-0.498022232,-0.501085125,1.513289597,2.938427533,-1.359991825,0
0.026182359,0.235470092,-0.369717487,2.144327769,-0.794837903,2.470767409,0.403360604,-3.769183457,-1.524128704,1.464500779,0.58375019,-2.168273997,0
2.065330001,0.385850414,-1.965746606,-2.487056615,-1.176704965,-0.717729287,1.078039229,0.578825856,-0.666075672,1.060342263,0.677616871,0.457138608,0
-0.103043027,1.220819394,-0.000445967,-1.495641768,0.048308229,0.923166237,-0.628115898,0.995878719,0.42329593,2.839895898,-1.018850645,2.70123124,1
1.262863468,-2.910615115,-1.288351042,1.880430534,1.012548793,-1.950900451,-2.582055337,0.609313138,-1.125289106,0.311631101,1.493093016,0.623585067,1
-1.449360844,-2.057602645,0.619170742,-0.459183594,3.324494624,-1.951374214,1.591993269,-2.167622728,1.982699736,1.656322069,-0.314921289,4.308996887,1
-2.954573495,-0.467724816,2.344251343,1.178635428,-1.098190307,1.064792595,1.329068356,-1.751367611,-0.041842295,1.118233922,0.156498218,0.463214438,1
0.787189316,1.902211622,-0.907132651,-2.208312405,3.051436772,1.084713631,-0.747862694,-2.222104182,-1.829380589,1.758287579,-0.429875553,0.867069936,0
0.391430779,-0.772087687,0.270767902,-0.050397871,-0.595091858,1.527999237,0.577242035,1.804681628,1.245344363,0.757137822,-1.551910272,1.293890695,0
1.494665938,-0.970114361,-1.24160715,0.297962645,0.38475459,1.369491319,-2.141140161,0.479638766,1.053624258,-0.86050227,0.011583923,2.209235417,0
-1.012075516,-0.313141812,0.134326608,-2.612985834,0.663658241,0.866550251,2.400514909,1.245401245,1.936923555,-0.359330735,-0.213458938,-0.147063751,1
-1.110627305,1.241275339,2.119631515,0.346313912,3.133492575,-1.690356014,-0.324667569,-0.693441544,0.041749497,-0.003661384,-0.190584074,-0.676966583,0
-0.455244535,-1.109471124,0.310399465,2.181625092,1.438604134,1.9135371,1.121732109,-0.512549685,-0.189691891,0.730837997,1.838484578,-1.671940559,1
0.557349372,0.410027061,-1.847135613,1.11648459,1.666692601,-1.055596344,-1.452266064,1.623922495,0.426341981,0.26626885,-1.569098942,-3.257869362,0
-0.90311011,-0.697998474,0.759573068,1.179966103,-1.294860962,-0.635403868,-0.135439914,0.485732349,0.971581933,-0.071294371,-0.303130529,0.466098308,0
-0.897391918,0.463844769,0.05453271,1.896966825,0.761730107,-0.705491056,-0.870977809,3.043414858,-1.289247023,0.03390055,0.479692588,1.729173313,1
0.870872211,0.768808027,0.727353312,-0.739929897,-2.69453646,0.998209552,1.376405868,-1.749488864,-1.026928775,0.647552832,-0.040936102,-0.424507659,0
3.33392276,-0.734582417,-1.714528609,-0.751727297,0.177872203,-1.216602061,-1.808708082,1.649985989,2.611932254,1.384837941,2.521569762,-1.18436698,1
0.355698814,-0.334634784,1.018098198,1.946358985,0.805773604,-1.036801431,-1.673127063,-2.329003235,0.947520869,1.219945693,0.0578318,1.085474336,0
1.047165213,-1.468344947,1.012703912,1.960008779,1.221458193,2.19445989,0.542022242,-0.961111646,1.213122202,0.770237841,0.637862244,-2.691681373,0
-1.158286455,0.174660663,-0.926755669,-0.450687153,1.403487612,-1.334544108,1.216778542,0.508935428,-3.502664888,-0.265052339,0.489383384,0.430091187,1
0.585567384,-0.027424979,0.349804616,-0.542782878,-0.448774445,-1.724772113,-0.532401951,-1.759093835,2.371985498,-1.530243584,0.563087726,-1.533345797,0
-0.379012698,-0.795493829,0.93934387,-2.486006786,0.971988697,-0.838403088,0.74272372,1.358583014,-1.089525486,1.531407863,3.959603907,0.746393911,0
-0.417087249,0.612701555,0.549454454,-1.0976861,-1.386020343,-1.960459662,-2.015313887,1.428024182,1.303374614,-0.402482547,0.100478541,1.820502352,0
-0.968799092,3.059490062,0.259221812,-1.845717264,1.286160856,0.515566788,-1.527270275,0.949669488,0.198055808,-0.853049768,-3.888985541,1.995353296,1
-1.534455497,0.031762342,-0.666689316,-1.873419929,1.078881187,-2.462671262,1.652372955,1.102863603,-0.909739089,-1.569324391,2.195319837,-1.361052217,0
2.034760099,0.374362267,3.133947321,-0.596711987,-0.389015853,-0.180713905,0.233960272,-0.417592037,-2.128676797,-2.303923852,-1.461782064,-2.098608604,0
1.1925061,-0.81438589,2.321115315,-0.346992329,-1.138927145,-1.723245185,3.049842362,-0.236305665,-0.175731748,-0.23383813,-0.297477022,0.196729963,0
-3.006149527,2.312312556,-0.070319051,-1.628858311,-1.012263326,0.434210424,2.034431271,-1.120595395,0.288173388,-1.000888735,-0.705686839,-1.509102847,1
1.808486617,2.844621258,-0.318534939,-1.958893462,0.931139052,0.739768015,0.479756354,2.357304163,-2.549335574,1.739458447,0.914292787,0.23595768,1
-0.771432152,-0.568597085,1.68659933,-0.715660228,-0.048543669,0.292087598,1.838497021,-0.242541255,-1.057677884,-0.265558808,0.202676862,0.089104403,0
-1.238465909,-0.953945666,0.166763105,-0.034837238,-1.076021581,-1.459241915,-1.8712306,-0.564980941,-2.439424106,1.51630102,-0.182752445,-1.731418072,0
0.47819306,-1.187126629,0.599298638,-0.752061146,-1.283748968,-1.26832096,1.266986162,0.951000341,2.623645329,-2.396044232,1.485447175,-0.629199672,1
1.302922394,2.691603002,-0.496844915,0.182926397,0.587965692,-0.024691783,2.046351038,0.94196738,-1.34050156,-0.818662195,-0.40611801,-1.693999607,1
-1.407493468,0.647113333,-0.544637498,-0.683072707,0.273796329,-0.686729826,1.297826788,0.610784689,3.546690792,1.561035717,0.159947652,0.719249623,0
-1.096630934,-1.522587091,0.681985918,1.852666934,-0.301248481,-0.135378078,-0.740507638,-2.274790488,-0.840576933,0.144679723,-1.088785665,-1.122185139,0
-0.275562147,-0.039242353,0.357440454,-1.381368946,-0.573987273,1.691145506,0.961234388,-0.329573836,-1.886474176,-0.274206315,0.67307227,0.983024193,0
0.632390081,0.013723923,-0.706571091,2.413957475,-1.569528645,1.460316807,-0.735965307,0.561767013,0.939911187,-0.462299492,-1.699012062,1.5477613,0
2.532301771,-0.565270207,1.317275827,-1.624891105,-0.82772131,-1.874628582,-1.463913608,-2.198510573,-0.21681092,1.838006032,-3.483456095,1.180534147,1
-1.102277278,1.456143999,0.242815126,-2.126572024,1.3799548,1.479721988,-1.386951879,1.9460051,0.766849727,0.604008969,2.857674254,-0.457229327,0
-0.37144037,1.883863711,1.283260238,-2.043108109,-0.950215482,0.870771655,-0.473213125,1.484473185,-2.054921718,2.037733352,-2.318106511,0.525907978,0
-0.833109952,0.342466899,-0.178284712,2.056618096,-0.403277689,1.647606393,2.322993969,-2.001739874,-2.933633326,-2.636986298,0.102487996,0.701911378,1
0.117980161,-1.70216368,-1.025070927,-1.340588469,1.441124879,0.758584626,-2.013580073,1.643755585,0.987195762,-3.768270215,1.386073907,1.780062212,0
-2.063006737,0.129342002,-2.283964012,0.909238741,-2.171940975,-0.692567173,0.275111588,2.107790946,-0.339422032,3.301971292,1.463126782,-0.928826995,0
0.842350476,1.505562381,0.313633358,-3.911649277,-0.639665897,1.598243741,-1.162018693,-1.529708502,0.041677734,0.789104872,0.162438572,-0.819247459,0
-1.362463083,-0.523673051,-0.208429831,1.93234001,-0.644914319,0.968112839,-2.585630946,0.135293345,2.23295524,-1.455825767,1.021603841,0.335181124,0
0.251589203,0.281033043,0.608412881,0.626447337,-4.006535248,0.744407564,1.457468665,-1.188369115,1.274596476,0.703369296,-2.541294692,0.711878403,0
-0.610304939,2.127827024,0.549672368,-0.73300859,2.5659035,0.673713242,-2.560193825,-1.739085354,-0.252564178,0.079017262,-0.18755863,0.341235403,0
-1.890928497,-2.914580938,-3.595491696,0.091199983,-0.500567391,-0.997361269,2.484003838,1.729680957,-1.942754671,-1.374700249,1.212203132,-4.221642814,1
0.365447179,-2.190152513,1.453863492,1.509205299,-1.474602317,-0.071028126,1.192204762,0.469882546,0.24180614,1.975670907,-3.107895402,-1.044868991,0
0.511879151,0.371289591,2.722077812,-1.976843755,0.620440167,1.802565244,-2.459452947,0.313505063,0.079807187,2.267819828,1.401892475,0.082872088,0
-0.707029075,-0.461905388,3.520988659,-1.32917743,-2.739000782,1.202027151,0.400713672,1.136085408,-1.673030986,0.758616681,-1.92804098,2.7828216,0
-0.364315515,0.67984253,0.527060286,-0.974453735,-0.535076757,-0.45369619,-1.366980473,-1.289132638,-1.844049419,1.026130601,-0.341498276,-0.967870411,0
0.919212861,1.986063495,-0.812929135,-0.054998507,0.093060874,2.699265283,-1.330951037,-2.284769475,-1.444153807,1.497457393,0.195871075,2.815578647,0
-1.339187001,0.117180396,-2.714816375,0.10990225,-1.258641172,1.95211812,-3.000774088,-2.393235532,-1.954802193,0.276673369,0.099377588,1.257766245,1
1.870274089,-1.038447988,0.02186987,0.260771544,-1.117277792,-0.854974606,2.486990991,2.474388664,0.040991153,-1.020710111,0.439381217,-2.216499164,0
-1.609244107,0.805209509,-1.185311096,0.843764644,2.892372164,1.13684097,-1.057404081,-3.341634057,0.57214982,-0.292998259,2.197194275,-0.592703756,0
0.174208189,0.898519751,-0.585199865,1.686679946,2.247060846,2.100584962,-0.244580982,-0.37001387,0.798593667,-1.164246023,0.772442005,-0.69295686,1
-1.575484042,2.196464283,0.105681176,1.696466036,-0.355620948,1.770640643,-0.735603687,-2.931803269,-0.714143996,-0.80459201,1.814394178,0.809142151,1
0.884101521,0.132697379,-0.566588738,-0.756658941,1.252641137,1.114489808,-1.140373714,-1.364152548,-0.092614078,0.867475852,0.737985504,2.825747571,1
1.813739449,0.645330401,0.688835765,-0.022983545,0.898483696,-1.062373334,0.758235129,-1.288549431,2.914865246,2.295137523,-2.151480169,-1.652550541,0
-0.956592451,0.036255097,0.022236259,-0.824336154,0.149674628,-0.367652126,1.929535602,0.535620538,1.173458878,-1.455228955,1.46036678,-2.336348872,1
-1.394321945,2.031852377,1.298810336,-1.88808628,0.058121651,-1.361992458,0.773779787,0.530868179,-0.422199319,-0.923640369,-1.06390022,-0.650407414,1
0.38518339,0.76723759,1.376510166,-0.132431849,1.409138201,2.026312688,1.244877144,1.652536595,-4.314259703,0.649595591,-1.711523927,-2.08537389,0
-0.147743661,0.170605613,-1.189585657,0.69588145,1.728918718,0.438928685,-0.075041025,-0.1549,1.494295725,0.229931878,1.529264547,-2.596822014,0
2.080588198,2.355042776,-0.328711635,-0.621332595,-1.782887686,-1.090154411,-2.63500081,0.91883278,-1.633580398,-0.799203507,-1.564577539,2.025517465,0
1.241424848,-0.640387274,1.340540538,0.090139292,-2.756722526,-0.630212341,2.168502249,1.630421427,0.196585679,0.566386692,0.929272347,-1.663929089,1
-0.167674968,-0.259821683,-0.886061817,0.601683379,0.67564336,-3.209339064,2.128162779,2.720376893,-2.233605528,0.237933081,0.573929397,1.752335397,0
1.262336484,1.522609776,-0.668871345,2.292821479,-0.397170448,-2.996463411,0.531692142,-1.854949292,-2.694565376,-0.303482352,0.187010203,-0.769859386,0
-0.091044619,-0.771376522,1.400870457,-0.39601206,-0.893229144,-0.273293072,-0.142285861,0.318781333,-3.60746847,-0.094319613,1.885911109,0.216446035,0
-1.187738699,0.142237921,1.851244939,0.348454228,0.846285208,0.860727674,-0.322714789,-0.391862196,0.310961056,3.117836204,-0.494875475,0.74510835,1
-2.137306317,-2.428090775,1.027082842,1.669008406,-0.108931208,0.064726249,2.338235623,0.092350705,0.746556885,1.691537201,-1.178239269,-1.479373219,0
1.977850216,1.504196405,-1.38805628,-0.168101428,-0.434282686,1.691982767,-0.929137575,1.581457927,-0.061173988,-1.183366247,1.758418131,-0.067153024,0
-1.247284767,-2.888517105,1.773559477,1.774293471,0.211174638,1.339364782,0.185470416,1.454983706,-0.743942748,-0.384454808,1.983913873,-0.266954967,1
0.445985163,0.269601611,-1.01926585,-3.10279066,-1.937031889,-1.32026957,0.402646937,-0.995526644,0.78397758,-0.100370429,3.511878117,-1.373951559,0
